"wetland_id","ACFL","AMCR","AMGO","AMKE","AMRE","BACS","BADO","BAEA","BARS","BBWD","BCNH","BEKI","BGGN","BHCO","BHNU","BLGR","BLJA","BLVU","BNST","BRTH","BTGR","CACH","CAEG","CARW","CEDW","CGDO","CHSW","COGA","COGR","CONI","COYE","CWWI","DOWO","EABL","EAKI","EAME","EAPH","EATO","EAWP","FICR","FISP","GBHE","GCFL","GRCA","GREG","GRHE","HOFI","HOWA","HOWR","INBU","KEWA","KILL","LAGU","LBHE","LESA","LOSH","LOWA","MALL","MIKI","MODO","NOBO","NOCA","NOFL","NOMO","NOPA","NRWS","OROR","OSPR","PABU","PIWA","PIWO","PRAW","PROW","PUMA","RBWO","REVI","RHWO","ROYT","RSHA","RTHA","RTHU","RWBL","SCTA","STKI","SUTA","TRES","TRHE","TUTI","WBNU","WEVI","WEWA","WHIB","WITU","WODU","WOTH","YBCH","YBCU","YCNH","YTVI","YTWA"
"HH01",0,0.0212765957446809,0,0,0,0,0,0.0851063829787234,0,0.170212765957447,0,0,0,0,0.0425531914893617,0.48936170212766,0.148936170212766,0.0212765957446809,0,0.127659574468085,0.0212765957446809,0.0212765957446809,0,0.0425531914893617,0,0,0,0,0,0,0.148936170212766,0,0.0638297872340425,0.191489361702128,0.0638297872340425,0.0212765957446809,0,0,0,0,0,0,0.191489361702128,0,0,0.0425531914893617,0.0212765957446809,0,0,0.48936170212766,0,0.0212765957446809,0.0851063829787234,0,0.0212765957446809,0.0212765957446809,0,0,0,0,0.574468085106383,0,0,0.234042553191489,0,0.0212765957446809,0.723404255319149,0.0425531914893617,0.446808510638298,0.170212765957447,0.0212765957446809,0.0212765957446809,0,0.0638297872340425,0.0212765957446809,0,0.0638297872340425,0.0212765957446809,0.0425531914893617,0.0851063829787234,0,0,0,0,0.0425531914893617,0,0,0.170212765957447,0.0425531914893617,0,0,0,0,0,0,0.148936170212766,0,0,0.0425531914893617,0
"HH02",0,0,0,0,0,0.0192307692307692,0.0961538461538462,0.0192307692307692,0,0,0,0,0.134615384615385,0,0.0961538461538462,0.153846153846154,0.0384615384615385,0,0,0.0192307692307692,0,0.0769230769230769,0,0.192307692307692,0.0192307692307692,0.0192307692307692,0,0,0,0,0.0192307692307692,0,0.134615384615385,0.0192307692307692,0,0,0,0.0576923076923077,0,0,0,0.0576923076923077,0.346153846153846,0,0.0961538461538462,0.0384615384615385,0,0.0192307692307692,0,0.307692307692308,0.269230769230769,0,0.0576923076923077,0,0,0.0192307692307692,0,0,0,0,0.288461538461538,0,0.0192307692307692,0.0192307692307692,0.0769230769230769,0,0.0576923076923077,0.0576923076923077,0.384615384615385,0.0192307692307692,0.0576923076923077,0.0192307692307692,0,0,0.192307692307692,0,0.115384615384615,0,0,0.0192307692307692,0,0,0.0576923076923077,0,0.307692307692308,0,0,0.442307692307692,0,0.0384615384615385,0.173076923076923,0,0,0,0.0192307692307692,0.115384615384615,0.192307692307692,0,0.0576923076923077,0.288461538461538
"HH04",0,0.0217391304347826,0,0.0217391304347826,0,0.217391304347826,0.0652173913043478,0,0,0,0,0.0217391304347826,0.5,0,0,0.369565217391304,0.0869565217391304,0.0652173913043478,0,0.0652173913043478,0,0.130434782608696,0,0.391304347826087,0,0,0,0.0434782608695652,0,0,0.0217391304347826,0,0.0217391304347826,0.195652173913043,0.0652173913043478,0,0,0,0.130434782608696,0,0,0.0434782608695652,0.326086956521739,0,0,0.0869565217391304,0,0.391304347826087,0.0434782608695652,0.0869565217391304,0.456521739130435,0,0.0869565217391304,0,0,0,0,0,0.173913043478261,0,0.108695652173913,0.0217391304347826,0,0.0217391304347826,0,0,0.130434782608696,0,0.543478260869565,0.0869565217391304,0.152173913043478,0.0652173913043478,0.0869565217391304,0,0.108695652173913,0.130434782608696,0.0434782608695652,0,0.0869565217391304,0.130434782608696,0,0,0.695652173913043,0,0.978260869565217,0,0,0.152173913043478,0.217391304347826,0.108695652173913,0.130434782608696,0,0,0,0,0.304347826086957,0.326086956521739,0,0.347826086956522,0.0217391304347826
"HH05",0,0,0,0,0,0,0.153846153846154,0,0,0,0,0,0.153846153846154,0,0,0.538461538461538,0,0.0769230769230769,0,0,0,0,0,0.230769230769231,0,0,0,0,0,0,0.0769230769230769,0.230769230769231,0,0,0,0,0,0.153846153846154,0,0.0769230769230769,0,0,0.692307692307692,0,0,0,0,0,0,0,0.307692307692308,0,0,0,0,0,0,0,0,0,0.615384615384615,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0,0.153846153846154,0,0.692307692307692,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0,0,0,0.0769230769230769,0,0,0.153846153846154,0
"HH14",0,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0.0416666666666667,0.0833333333333333,0.208333333333333,0.833333333333333,0,0.0416666666666667,0,0.125,0,0.458333333333333,0,0,0,0.0833333333333333,0,0,0.25,0,0,0,0.208333333333333,0.5,0.125,0,0,0.0416666666666667,0.583333333333333,0,0.25,0.0833333333333333,0.125,0.0416666666666667,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.458333333333333,0.0416666666666667,0.833333333333333,0,0.0833333333333333,0,0,0,0.0416666666666667,0,0.416666666666667,0.666666666666667,0.125,0,0,0.0833333333333333,0.166666666666667,0,0.291666666666667,0,0,0.0416666666666667,0,0,0,0,0.208333333333333,0,0,0.125,0,0,0,0,0,0.0416666666666667,0,0.0416666666666667,0.0416666666666667,0,0,0.0416666666666667
"HH17",0,0.04,0,0,0,0,0.16,0,0,0.16,0,0,0,0,0.28,0,0.04,0.04,0,0,0,0.08,0,0,0,0,0,0,0.12,0.04,0.24,0,0.04,0.04,0,0,0,0.44,0.4,0,0,0.04,0.24,0,0,0.12,0,0.32,0,0,0,0,0,0,0,0,0,0,0.08,0,0.72,0,0,0,0,0,0.04,0,0.4,0.08,0.12,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.12,0.16,0,0,0
"HH22",0,0,0,0,0,0.538461538461538,0.307692307692308,0,0,0,0,0,0.0769230769230769,0,0,0.384615384615385,0,0,0,0,0,0.0769230769230769,0,0.0769230769230769,0,0,0,0,0.0769230769230769,0,0.153846153846154,0,0,0,0,0,0,0.307692307692308,0.615384615384615,0,0,0,0.307692307692308,0,0,0,0,0,0,0.384615384615385,0,0,0,0,0,0,0,0,0.461538461538462,0,0.153846153846154,0,0,0,0,0,0,0,0.307692307692308,0,0,0.153846153846154,0,0,0.230769230769231,0,0,0,0,0,0,0,0,0,0.230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769
"HH30",0,0,0,0.0444444444444444,0,0,0.0888888888888889,0,0,0.0222222222222222,0,0.0222222222222222,0,0.0222222222222222,0.0666666666666667,0.355555555555556,0,0,0.0222222222222222,0,0,0.0222222222222222,0,0,0,0,0,0,0.0444444444444444,0,0.644444444444444,0,0,0.266666666666667,0,0,0,0.111111111111111,0.244444444444444,0,0.0444444444444444,0.0444444444444444,0.0666666666666667,0,0,0.0666666666666667,0,0.155555555555556,0.0666666666666667,0.0222222222222222,0,0,0.0888888888888889,0,0,0,0,0,0.222222222222222,0.155555555555556,0.888888888888889,0,0.0444444444444444,0.0444444444444444,0,0,0.377777777777778,0,0.911111111111111,0.0222222222222222,0.111111111111111,0,0,0,0.0222222222222222,0,0.311111111111111,0.0222222222222222,0,0,0,0,0,0,0.422222222222222,0,0,0,0,0,0,0,0,0,0,0.6,0.177777777777778,0.0222222222222222,0.0444444444444444,0
"HH31",0,0,0,0.0769230769230769,0,0,0.615384615384615,0,0,0,0,0.153846153846154,0,0.153846153846154,0.153846153846154,0.538461538461538,0,0,0,0.461538461538462,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0.384615384615385,0.307692307692308,0,0,0.307692307692308,0.230769230769231,0,0.538461538461538,0.0769230769230769,0,0,0,0.0769230769230769,0,0.615384615384615,0,0.0769230769230769,0,0,0.0769230769230769,0.0769230769230769,0,0,0,0,0.153846153846154,0.384615384615385,0.923076923076923,0,0,0,0.0769230769230769,0.0769230769230769,0.538461538461538,0,1,0.615384615384615,0,0.230769230769231,0,0,0.0769230769230769,0,0.307692307692308,0,0.153846153846154,0,0,0,0,0,0.461538461538462,0,0,0,0,0,0,0,0,0,0,0.846153846153846,0.153846153846154,0,0.230769230769231,0.307692307692308
"HH33",0.0512820512820513,0,0,0,0,0,0.333333333333333,0,0,0.0512820512820513,0,0.0256410256410256,0.307692307692308,0,0,0.384615384615385,0.0512820512820513,0,0,0,0,0.230769230769231,0,0.0512820512820513,0,0,0,0,0,0,0.333333333333333,0,0.0769230769230769,0.128205128205128,0,0,0,0.0769230769230769,0.538461538461538,0,0,0,0.256410256410256,0,0,0.102564102564103,0,0.230769230769231,0.0256410256410256,0.0256410256410256,0,0,0.0512820512820513,0,0,0,0,0.0256410256410256,0.333333333333333,0.102564102564103,0.487179487179487,0,0.0512820512820513,0,0,0,0.0256410256410256,0,0.564102564102564,0.153846153846154,0.153846153846154,0.0512820512820513,0,0,0.128205128205128,0,0.333333333333333,0,0.0256410256410256,0,0.0256410256410256,0,0.0256410256410256,0,0.230769230769231,0,0,0.0256410256410256,0.0769230769230769,0,0,0,0,0,0,0.282051282051282,0.256410256410256,0.0512820512820513,0.128205128205128,0.256410256410256
"HH45",0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0.0769230769230769,0,0.846153846153846,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0.461538461538462,0,0,0.384615384615385,0.0769230769230769,0,0,0,0.0769230769230769,0,0.692307692307692,0.0769230769230769,0,0,0,0.0769230769230769,0,0.153846153846154,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0.923076923076923,0,0,0.0769230769230769,0,0,0.384615384615385,0,1,0,0,0.230769230769231,0,0,0.0769230769230769,0,0.0769230769230769,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0.615384615384615,0.307692307692308,0,0.0769230769230769,0
"HH46",0,0.0256410256410256,0,0,0,0,0.0256410256410256,0,0,0,0.0256410256410256,0,0.102564102564103,0.128205128205128,0.0256410256410256,0.487179487179487,0,0,0,0.0256410256410256,0,0.0512820512820513,0.0512820512820513,0,0,0,0,0,0,0,0.0256410256410256,0,0,0.41025641025641,0.0256410256410256,0,0,0.0769230769230769,0.0512820512820513,0.0256410256410256,0.307692307692308,0.102564102564103,0.153846153846154,0,0.0256410256410256,0.358974358974359,0,0,0,0,0,0,0.307692307692308,0,0,0.0256410256410256,0,0,0.307692307692308,0.0256410256410256,0.974358974358974,0,0,0.102564102564103,0,0,0.128205128205128,0,0.743589743589744,0,0.41025641025641,0.0512820512820513,0,0.0256410256410256,0.769230769230769,0,0.307692307692308,0,0.0256410256410256,0.102564102564103,0.0256410256410256,0,0,0,0.128205128205128,0,0,0.0256410256410256,0.0256410256410256,0,0,0.0512820512820513,0.102564102564103,0,0,0.435897435897436,0.205128205128205,0,0,0
"HH48",0.0952380952380952,0.0476190476190476,0,0,0,0,0.166666666666667,0,0,0,0,0.0476190476190476,0.0238095238095238,0,0.142857142857143,0.0238095238095238,0,0,0,0,0,0.0952380952380952,0,0,0,0,0,0,0,0,0.238095238095238,0,0.0238095238095238,0,0,0,0.0714285714285714,0,0.928571428571429,0,0.19047619047619,0.285714285714286,0.238095238095238,0,0,0.0714285714285714,0,0.119047619047619,0,0.214285714285714,0,0,0.357142857142857,0,0,0,0,0,0.642857142857143,0.0238095238095238,0.333333333333333,0,0.0238095238095238,0,0,0,0,0,0.571428571428571,0.261904761904762,0.261904761904762,0.166666666666667,0,0,0.547619047619048,0.0238095238095238,0.523809523809524,0,0.0714285714285714,0,0,0,0,0,0.0952380952380952,0,0,0,0.0476190476190476,0,0,0.0238095238095238,0,0,0,0.0476190476190476,0.238095238095238,0,0,0.595238095238095
"SP01",0.384615384615385,0,0,0,0,0,0.307692307692308,0,0,0,0,0,0.0769230769230769,0,0,0.769230769230769,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0,0,0,0,0,0.692307692307692,0,0,0,0,0.307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0.538461538461538,0,0,0,0.0769230769230769,0,0.153846153846154,0,0,0,0.230769230769231,0,0,0,0.461538461538462,0,0.769230769230769,0,0,0,0.230769230769231,1,0,0,0,0,0,0,0.230769230769231,0,0.384615384615385,0
"SP03",0.0256410256410256,0.102564102564103,0,0,0,0,0.256410256410256,0,0,0,0,0,0,0.153846153846154,0,0.564102564102564,0,0.0769230769230769,0,0.0256410256410256,0,0.384615384615385,0,0.307692307692308,0,0,0,0,0.0256410256410256,0,0,0,0.0256410256410256,0.205128205128205,0,0,0,0.102564102564103,0.0256410256410256,0,0.0769230769230769,0.0769230769230769,0.435897435897436,0,0.0769230769230769,0.256410256410256,0,0.333333333333333,0,0.179487179487179,0,0,0.0769230769230769,0,0,0,0,0,0.102564102564103,0,0.0769230769230769,0,0.0769230769230769,0,0,0,0,0,0.179487179487179,0.179487179487179,0.307692307692308,0.153846153846154,0,0,0.615384615384615,0.0256410256410256,0.179487179487179,0,0,0,0,0,0.153846153846154,0,0.256410256410256,0,0,0.0256410256410256,0,0.153846153846154,0.0769230769230769,0.0256410256410256,0.205128205128205,0,0,0.0256410256410256,0.205128205128205,0,0.205128205128205,0.282051282051282
"SP05",0.25,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0.222222222222222,0.0555555555555556,0,0,0,0,0.0277777777777778,0,0.166666666666667,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0.555555555555556,0,0,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0,0,0,0,0,0.0277777777777778,0,0,0,0,0,0.166666666666667,0,0,0,0.0277777777777778,0.222222222222222,0.0555555555555556,0,0.111111111111111,0,0.0555555555555556,0.25,0.0277777777777778,0,0,0,0,0,0.222222222222222,0,0.333333333333333,0,0,0.138888888888889,0,0.444444444444444,0.0833333333333333,0,0,0,0,0,0.166666666666667,0,0.111111111111111,0
"SP09",0.48,0,0,0,0.2,0,0.4,0,0,0,0,0.04,0.44,0.04,0,0.2,0,0.04,0,0.08,0,0.12,0,0.28,0,0,0,0,0,0,0.04,0,0.36,0.32,0,0,0,0,0.12,0,0,0.04,0.8,0,0,0.24,0,0.16,0,0.04,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.84,0,0.36,0,0,0,0.32,0.12,0.28,0,0.52,0.04,0.4,0,0.12,0.04,0,0.08,0.96,0,0.84,0,0.08,0.08,0.12,0.2,0.04,0,0,0,0,0,0.2,0.04,0.12,0.12
"SP16",0.307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0.0769230769230769,0,0.230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0,0.0769230769230769,0,0,0,0,0.153846153846154,0,0,0,0,0,0,0.230769230769231,0,0.153846153846154,0,0,0.230769230769231,0,0.692307692307692,0.307692307692308,0,0,0,0,0,0,0,0.153846153846154,0
"UP01",0,0,0,0.2,0,0,0.44,0.16,0.04,0.16,0,0.08,0,0,0.2,0.28,0.12,0,0,0.2,0,0.04,0,0.04,0,0,0,0,0,0,0.56,0,0.12,0.44,0.4,0,0,0.48,0.52,0,0,0,0.48,0,0,0.08,0,0.04,0,0,0,0,0,0,0,0,0,0,0.24,0.2,0.96,0,0.08,0.08,0,0,0.12,0,0.88,0.12,0.12,0.12,0,0.08,0.12,0.04,0.64,0,0.2,0.12,0,0,0.28,0.04,0.44,0,0,0.08,0.04,0.04,0,0,0,0,0.04,0.36,0.24,0,0.2,0.2
"UP03",0,0.26,0,0,0,0,0.02,0.02,0,0,0,0.06,0.18,0,0.02,0.72,0,0.02,0,0,0,0.18,0,0,0,0,0,0.02,0,0,0.02,0,0.04,0.04,0.02,0,0,0.04,0.1,0.02,0.36,0.62,0.24,0,0.22,0.1,0,0,0,0.26,0,0,0.22,0.04,0,0,0,0,0.06,0,0.82,0,0,0,0.02,0,0.02,0,0.54,0.42,0.06,0.24,0,0,0.36,0,0.26,0,0.02,0.02,0,0,0.04,0,0.28,0.02,0,0.04,0.02,0,0.02,0.14,0,0.02,0,0.08,0.18,0.04,0,0.6
"UP04",0,0.0357142857142857,0,0,0,0,0,0,0,0.107142857142857,0,0,0.0357142857142857,0,0,0.821428571428571,0,0.0714285714285714,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0.178571428571429,0,0,0.535714285714286,0.642857142857143,0.107142857142857,0,0,0.0714285714285714,0,0.571428571428571,0.0714285714285714,0.0357142857142857,0,0.0357142857142857,0.107142857142857,0,0,0,0.535714285714286,0,0,0,0,0,0,0,0,0.0714285714285714,0,1,0,0,0.107142857142857,0,0,0.714285714285714,0,1,0,0.0357142857142857,0.178571428571429,0,0,0.0357142857142857,0.0357142857142857,0.107142857142857,0,0.0357142857142857,0.0357142857142857,0,0,0,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0.464285714285714,0,0,0.142857142857143,0.0714285714285714
"UP05",0.103448275862069,0.0344827586206897,0,0,0,0,0.206896551724138,0,0,0,0,0,0.0689655172413793,0,0.137931034482759,0.172413793103448,0,0.0344827586206897,0,0,0,0.482758620689655,0,0.103448275862069,0,0,0,0,0,0,0,0,0.275862068965517,0,0,0,0,0,0.0689655172413793,0,0,0,0.413793103448276,0,0.0344827586206897,0,0,0,0,0.551724137931034,0,0,0.0689655172413793,0,0,0,0.0344827586206897,0,0.379310344827586,0,0.586206896551724,0,0,0,0.103448275862069,0,0,0,0.413793103448276,0.137931034482759,0.0689655172413793,0.0344827586206897,0,0,0.310344827586207,0.0344827586206897,0.103448275862069,0,0.0689655172413793,0,0,0,0.0344827586206897,0,0.482758620689655,0,0,0.103448275862069,0,0.551724137931034,0,0.0344827586206897,0,0,0,0,0.0344827586206897,0.0344827586206897,0.103448275862069,0.241379310344828
"UP06",0.260869565217391,0,0.0217391304347826,0,0,0,0.0434782608695652,0,0,0.0217391304347826,0.0217391304347826,0,0.347826086956522,0.173913043478261,0.0869565217391304,0.239130434782609,0,0.0869565217391304,0,0.0217391304347826,0.0217391304347826,0.239130434782609,0,0.239130434782609,0,0,0,0,0.0217391304347826,0,0,0,0.0652173913043478,0.0217391304347826,0,0,0,0.304347826086957,0.0217391304347826,0,0.0434782608695652,0.0434782608695652,0.195652173913043,0,0.0434782608695652,0.0652173913043478,0,0.0434782608695652,0,0.239130434782609,0,0,0.173913043478261,0,0,0,0,0.0217391304347826,0.108695652173913,0,0.282608695652174,0.0217391304347826,0,0,0.130434782608696,0,0,0,0.217391304347826,0.0869565217391304,0.0434782608695652,0.0217391304347826,0,0,0.0869565217391304,0.152173913043478,0.0217391304347826,0.0217391304347826,0,0,0,0,0.0217391304347826,0,0.108695652173913,0,0.0217391304347826,0.130434782608696,0.0217391304347826,0.260869565217391,0.0217391304347826,0.0652173913043478,0,0,0,0,0.130434782608696,0,0,0.195652173913043
